generation_id,subject_model,prompt_variant,completion_tokens,ward_score
21717405-e76d-437d-bc9c-fba038786ddd,anthropic/claude-opus-4.7,constrained_high_gravity,398,0.6666666666666666
217296fb-4434-4200-9a68-f02ca71ae6b8,meta-llama/llama-4-maverick,constrained_high_gravity,800,2.6666666666666665
21a46166-8f78-46a4-91a2-9a56177012ab,mistralai/ministral-14b-2512,baseline,800,9.666666666666666
21d3e2c3-4d08-48c1-a1ab-c758957f2fb9,anthropic/claude-opus-4.7,constrained_ammonia,798,5.0
21ece3a7-f99e-4f38-a2e8-e53d6fab8d62,mistralai/mistral-large-2411,constrained_high_gravity,800,1.0
21f6bd22-41b7-461d-a1a5-9793ea78165a,deepseek/deepseek-v3.2,detailed_description,800,4.333333333333333
21f6e12a-15cd-431f-bfd0-c40da0996ecc,google/gemini-3.1-pro-preview,constrained_no_light,2263,2.3333333333333335
21fbfafb-2625-47bb-b60e-171fcb757bfd,google/gemini-3.1-pro-preview,constrained_ammonia,2660,5.333333333333333
2205a5c4-73fc-4a81-81a6-258fcb17570a,mistralai/ministral-14b-2512,constrained_high_gravity,800,1.0
2240df4a-4571-4352-9c2a-60190e17ac04,meta-llama/llama-3.1-8b-instruct,departure_primed,725,7.333333333333333
2242149c-46f2-47b5-afb9-f593e3e8ec44,deepseek/deepseek-v3.2,constrained_no_light,800,3.0
22990bc7-897d-4c5f-85f3-044d6d0e7b13,meta-llama/llama-4-maverick,baseline,701,2.6666666666666665
22f49838-4414-4a1d-aab4-cbde24c98e09,openai/gpt-5.4,baseline,800,3.6666666666666665
23040b45-4762-475d-9b4d-1282e80bc438,openai/gpt-5.4,detailed_description,800,0.6666666666666666
23129d88-59c0-45e3-83ea-2472c0f5771d,qwen/qwen3-8b,constrained_no_light,2545,7.0
23583e9f-bf3d-42ac-a63b-8ffe1436206b,qwen/qwen3-8b,constrained_high_gravity,2672,0.6666666666666666
235d7c6a-fda1-4e87-81be-29c4c02ec292,openai/gpt-5.4,detailed_description,800,2.0
2385af1f-198d-4827-9219-65644c43f5de,google/gemini-3.1-pro-preview,constrained_no_light,2315,3.0
2389970c-7ac6-4b3e-aa18-fd2faa67a906,google/gemini-3.1-pro-preview,departure_primed,2382,8.666666666666666
2395ec48-a2bb-474d-9989-914b6a77c62b,google/gemini-3.1-pro-preview,constrained_high_gravity,2520,5.333333333333333
23ada02f-cfd8-4c04-b104-2611fb6d7564,mistralai/mistral-large-2411,constrained_high_gravity,800,1.0
23cedbdd-b7e0-45ac-870d-317dd5db4711,google/gemini-3.1-pro-preview,constrained_ammonia,2715,5.0
2473af30-bb63-4661-b2e3-220e98cc17b1,qwen/qwen3-8b,constrained_ammonia,2320,4.666666666666667
2497f948-550c-4f8e-9cba-9aaaba5a3400,qwen/qwen3-8b,constrained_no_light,2048,6.666666666666667
24eca955-d0ee-42e4-a617-4c82ec7ed1b3,qwen/qwen3-8b,constrained_no_light,2490,4.0
24ecd398-d537-4fc1-ae6e-6a696b243776,google/gemini-3.1-pro-preview,constrained_no_light,2183,2.0
252a28f9-bfb1-41f0-84c4-d4b42723af9d,openai/gpt-5.4,constrained_high_gravity,800,0.3333333333333333
252d0346-7e98-4c19-bdf3-3a9c5af287c2,mistralai/mistral-large-2411,constrained_no_light,800,4.333333333333333
2540646c-af22-4ca5-ac3e-fdd2f0ddc978,meta-llama/llama-3.1-8b-instruct,detailed_description,800,2.6666666666666665
2544637b-4154-4652-b756-8dffff3cec99,qwen/qwen3-235b-a22b,detailed_description,1351,6.0
255a1dfd-46ac-4553-8bfd-3644e95cb0aa,deepseek/deepseek-v3.2,departure_primed,677,9.333333333333334
25653463-58f8-4887-99ce-c68c75e2bec4,qwen/qwen3-235b-a22b,departure_primed,1968,10.0
25901fbc-dc0a-4fc3-90d8-f89fd689f90a,google/gemini-3.1-pro-preview,baseline,2292,2.3333333333333335
25a1c8c2-0ea9-41d3-ba1b-7386889e726c,qwen/qwen3-8b,departure_primed,2810,9.666666666666666
25b4d125-164a-416c-82db-dd4e2ae525a2,qwen/qwen3-235b-a22b,constrained_ammonia,2387,3.6666666666666665
264b9a42-fb6f-4629-9070-9fc5cb530907,mistralai/mistral-large-2411,constrained_ammonia,767,6.333333333333333
26734eb4-71ac-4a9e-be28-82ed11d320ca,meta-llama/llama-4-maverick,constrained_no_light,781,8.0
268ed3ab-0700-47ed-847d-167a82b7a703,google/gemini-3.1-pro-preview,constrained_no_light,2180,5.0
2696b2eb-f7d6-4ddd-be64-f3a42d4f8d0a,meta-llama/llama-4-maverick,constrained_high_gravity,800,5.0
26a1af61-bfba-43cb-95e9-2560bb79a0f4,mistralai/ministral-14b-2512,detailed_description,800,10.0
26a349c2-acf7-45e3-a2e5-32df9f778626,mistralai/ministral-14b-2512,detailed_description,800,7.333333333333333
26b9b9e6-e68c-4e1d-987c-aed86a2c2d76,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,800,5.666666666666667
26bb7ed0-e137-4fed-8169-48ff7e70a862,deepseek/deepseek-v3.2,departure_primed,667,9.0
26bd4f47-81b3-4d6e-ac4a-45ca33c7cb47,qwen/qwen3-235b-a22b,constrained_no_light,3487,2.0
26e268a2-5c5b-4132-9ebb-bee3e5696c14,qwen/qwen3-8b,constrained_no_light,2088,6.333333333333333
26e81138-d602-4b88-a078-e90b2a6002d0,qwen/qwen3-235b-a22b,detailed_description,2064,9.0
26fb235f-29dc-46a9-b850-1d52f1becfdd,mistralai/mistral-large-2411,constrained_high_gravity,800,1.0
2702b469-0b27-4f7d-9dad-f3f906ef9c21,deepseek/deepseek-v3.2,constrained_no_light,725,9.666666666666666
2709eba6-8151-4b30-95f4-7ebccc61b326,qwen/qwen3-235b-a22b,baseline,1197,6.0
27102465-8273-484c-9b12-13e7ee5074c9,anthropic/claude-opus-4.7,constrained_no_light,800,3.6666666666666665
2713e8d5-bb24-4bf2-802b-034cd83787f6,openai/gpt-5.4,baseline,800,2.6666666666666665
2729b5fb-93c3-4b0d-a1de-e4a0ff26b3df,google/gemini-3.1-pro-preview,detailed_description,2377,1.6666666666666667
27319eb8-0125-4994-be0a-ff780e25b54e,qwen/qwen3-235b-a22b,constrained_no_light,2722,3.3333333333333335
2735c2c2-4cd1-4b42-a447-2f32f6323064,mistralai/mistral-large-2411,detailed_description,800,0.3333333333333333
273a92e4-bc0f-4d9c-9885-2360e9854975,google/gemini-3.1-pro-preview,constrained_high_gravity,2644,5.0
275da4c6-85b2-4cf6-bc72-a4e026f7a570,meta-llama/llama-3.1-8b-instruct,detailed_description,800,6.333333333333333
2761fb26-0993-45d8-938e-9cc1232ed186,qwen/qwen3-235b-a22b,baseline,4384,2.6666666666666665
276a5bcd-1d1e-4c3f-9315-28ee48c3e6bb,openai/gpt-5.4,constrained_high_gravity,800,1.3333333333333333
27a6cdff-747a-4915-b2e3-6e73b5cc047d,openai/gpt-5.4,constrained_high_gravity,800,0.0
27ae6b84-f8c8-4021-a8de-81b94289ed63,anthropic/claude-opus-4.7,detailed_description,800,6.0
27b078b2-6da0-48bd-a6b4-ad17d04012d5,deepseek/deepseek-v3.2,baseline,800,5.333333333333333
27bc1678-f362-4314-a2ee-05bf6baf1bad,mistralai/mistral-large-2411,constrained_ammonia,800,4.333333333333333
27c97f48-2d65-4d8b-a185-01357564f29e,mistralai/mistral-large-2411,constrained_ammonia,778,4.0
27f3dd81-07e2-46fc-a3dd-6dd3e2d4f157,anthropic/claude-opus-4.7,detailed_description,800,4.666666666666667
2828865b-ae50-4b0d-870f-a6a4786cf212,anthropic/claude-opus-4.7,detailed_description,800,3.6666666666666665
284ad791-4335-4472-b04e-19782b1c6fb4,meta-llama/llama-4-maverick,baseline,730,5.333333333333333
2850d045-c238-446c-bb72-54f1028eb981,deepseek/deepseek-v3.2,constrained_ammonia,800,3.6666666666666665
2883ec9f-9bf5-4f39-a237-abd56ab342b5,meta-llama/llama-3.1-8b-instruct,detailed_description,800,5.333333333333333
289da8fb-aadf-453f-8c7c-624fac5dfab3,qwen/qwen3-235b-a22b,departure_primed,2413,9.0
28c2c9e5-3f66-4077-9320-21f4df0c0643,deepseek/deepseek-v3.2,departure_primed,660,9.333333333333334
28d2974a-775f-40d1-a58d-0d4f7eb0c5c8,google/gemini-3.1-pro-preview,constrained_no_light,2518,4.0
28e791ef-765b-4c86-bf76-3d8761e0e2fc,google/gemini-3.1-pro-preview,constrained_ammonia,2513,6.0
28e899b2-8530-4c1a-a674-8b90be454245,meta-llama/llama-4-maverick,constrained_no_light,800,5.0
28fdd119-246c-4ae3-9500-f3eedc13e383,openai/gpt-5.4,constrained_ammonia,556,7.666666666666667
29222767-4893-4809-abeb-ff2361fd23c6,openai/gpt-5.4,constrained_high_gravity,800,1.6666666666666667
2936313b-b756-48dc-9718-afd8dfae9448,meta-llama/llama-3.1-8b-instruct,baseline,667,3.0
29383ed1-f957-4316-8b41-40bfd84ef72e,anthropic/claude-opus-4.7,baseline,800,6.333333333333333
2948f93e-56c7-417f-a881-442c9bb6d0fa,mistralai/mistral-large-2411,baseline,800,3.3333333333333335
294f9b0a-7755-4ab6-b6cc-c4de93b6901b,meta-llama/llama-3.1-8b-instruct,baseline,736,4.0
2999406e-5e31-4d41-bb71-556794ecc459,meta-llama/llama-4-maverick,constrained_ammonia,800,5.333333333333333
29afd621-1326-479d-8acf-8f61bdc66caf,google/gemini-3.1-pro-preview,detailed_description,2644,3.0
29e66393-6f3f-420c-a94b-8da7a47b3fb6,google/gemini-3.1-pro-preview,constrained_ammonia,2422,5.0
2a730428-a541-4df5-af76-185f339a7c8e,deepseek/deepseek-v3.2,constrained_high_gravity,800,4.333333333333333
2ab65760-60ec-4fbd-a03b-697b70c84dfe,mistralai/ministral-14b-2512,constrained_ammonia,800,4.0
2ad86cc9-37ae-45ed-b678-d1892167630c,meta-llama/llama-4-maverick,departure_primed,764,8.0
2af2cf4b-b2ca-4745-bc1f-f797556e299c,google/gemini-3.1-pro-preview,constrained_no_light,2550,1.6666666666666667
2b1a2474-6c92-4d33-8d66-50160e087d52,qwen/qwen3-235b-a22b,constrained_no_light,2668,3.3333333333333335
2b34d4e9-3641-4488-bb3d-a9ccd2acbcf7,meta-llama/llama-3.1-8b-instruct,constrained_no_light,747,5.0
2b7a921a-87af-4fe7-acd8-3883b2954cec,meta-llama/llama-4-maverick,constrained_high_gravity,800,1.6666666666666667
2b8123cd-dcbb-446d-b478-a5af96d836a5,qwen/qwen3-8b,detailed_description,1757,6.0
2b984032-9e6a-4b3c-bc3f-af5ab4182ed6,meta-llama/llama-3.1-8b-instruct,detailed_description,800,7.0
2be8aff0-df3e-4fa7-a176-77292a977dce,meta-llama/llama-4-maverick,detailed_description,800,0.6666666666666666
2bed6334-0743-4209-beea-e772f41c40d8,qwen/qwen3-8b,constrained_ammonia,1854,7.0
2bfb3cf2-26fd-499f-a069-5a1e05a4de66,anthropic/claude-opus-4.7,departure_primed,800,9.0
2c1259e7-0845-480d-9e9b-0d006a74c66e,mistralai/ministral-14b-2512,baseline,800,2.3333333333333335
2c65892f-dd85-4f49-bf45-d23f0a281023,mistralai/mistral-large-2411,detailed_description,787,0.0
2c65a5ad-b032-477f-8202-194bc943a9b6,anthropic/claude-opus-4.7,detailed_description,800,1.3333333333333333
2c67cec5-9c0a-4c62-9a4d-7057f09eac31,meta-llama/llama-4-maverick,detailed_description,800,3.3333333333333335
2c7ab5fc-ecb2-4fd1-99bb-28ae910f55df,qwen/qwen3-8b,constrained_no_light,1668,4.666666666666667
2cac29db-87d7-4e27-87ab-031a874abfa5,deepseek/deepseek-v3.2,detailed_description,800,5.666666666666667
2cf2a07e-2a40-4a20-93fd-c3d0029e3e05,mistralai/mistral-large-2411,baseline,758,3.0
2cf9a8b5-b347-48c0-ad84-2deff38e1255,anthropic/claude-opus-4.7,constrained_no_light,800,3.3333333333333335
2cfa516f-a17e-4c8f-b73c-011bf5fa2a92,openai/gpt-5.4,constrained_no_light,762,2.0
2cfac6e6-6121-4949-89a3-bb0c77fc92f8,anthropic/claude-opus-4.7,departure_primed,800,10.0
2d083d46-0cfd-45a5-9805-92b434ae1578,qwen/qwen3-8b,constrained_ammonia,1841,4.333333333333333
2d0cb16b-69b9-4f68-9858-60a48b72c620,mistralai/ministral-14b-2512,constrained_high_gravity,800,2.6666666666666665
2d14f762-2e69-4a84-9507-2433c40a89ad,deepseek/deepseek-v3.2,constrained_high_gravity,800,4.0
2d4d1ce3-96d7-4392-91e2-a9a8f840bfb7,openai/gpt-5.4,constrained_high_gravity,800,1.0
2d658e5f-2422-4926-9e62-8f83bc9f311e,deepseek/deepseek-v3.2,constrained_no_light,800,2.0
2d72151d-3810-40dd-be6e-16ba8ec871be,mistralai/ministral-14b-2512,constrained_ammonia,800,5.666666666666667
2d8fdc9c-d490-42fd-a160-1a0be8ac2f45,google/gemini-3.1-pro-preview,constrained_no_light,2152,3.6666666666666665
2daf896a-b821-44ca-b3c1-6d1656ea4a2e,anthropic/claude-opus-4.7,constrained_ammonia,800,4.0
2dc94a69-966d-43c6-be2c-a6a563cac54b,mistralai/ministral-14b-2512,departure_primed,800,9.0
2df1731b-4922-4089-aa85-d784bf91576f,mistralai/ministral-14b-2512,constrained_high_gravity,800,2.0
2e016893-e38e-4f19-99e6-d9a20209e96e,mistralai/mistral-large-2411,detailed_description,800,0.6666666666666666
2e0cf6a9-a49b-4320-9dbf-81e6f2dad495,qwen/qwen3-235b-a22b,departure_primed,2215,8.333333333333334
2e2013a0-69e4-4cf0-8741-56c850e97b21,google/gemini-3.1-pro-preview,constrained_high_gravity,2708,5.333333333333333
2e263b64-d7cc-4114-99f4-e7d05f93610f,deepseek/deepseek-v3.2,constrained_no_light,800,1.6666666666666667
2e51ad69-34f8-4427-b1fa-ef2d4c21ed06,anthropic/claude-opus-4.7,departure_primed,800,9.666666666666666
2e7ddf8f-5361-41ec-8ad4-6e734c29f632,meta-llama/llama-3.1-8b-instruct,baseline,692,1.3333333333333333
2e8ca52c-f097-482c-80cb-8741280ada42,mistralai/ministral-14b-2512,constrained_no_light,800,4.666666666666667
2ec097bc-697f-4757-8b65-bfefa5406403,mistralai/mistral-large-2411,constrained_no_light,800,4.666666666666667
2ec71db6-6acb-497e-bcc1-92949ecd7af4,anthropic/claude-opus-4.7,constrained_ammonia,800,3.6666666666666665
2eec8a4d-5ce8-47ae-a5a6-119f08c06198,mistralai/mistral-large-2411,constrained_no_light,800,2.6666666666666665
2ef708ab-37d5-4229-9e09-2f51b4c6017f,openai/gpt-5.4,constrained_high_gravity,800,0.0
2f32c58d-8eca-4ad9-bcaf-b553996b3a36,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,1.0
2f9e6893-7cff-4f23-bf77-834481c67794,mistralai/mistral-large-2411,detailed_description,800,1.6666666666666667
2faae2cf-ca4e-455f-affc-c2e61c98a835,openai/gpt-5.4,baseline,800,4.0
2fb6a2d6-2cb0-48e0-bf34-75473ecd376d,meta-llama/llama-4-maverick,constrained_ammonia,796,5.0
2fe93e2d-e359-4371-a5bd-98ba8918ba77,mistralai/mistral-large-2411,constrained_no_light,785,4.333333333333333
303dec41-4a8e-4fff-bd84-d3f04f9db7ce,mistralai/mistral-large-2411,constrained_no_light,800,1.3333333333333333
304efb7a-5598-4207-90cb-250a8566d374,openai/gpt-5.4,constrained_high_gravity,800,0.6666666666666666
308df54a-a54d-4350-899b-b4f254c05c89,qwen/qwen3-8b,detailed_description,1551,7.333333333333333
30bc6d8d-bc01-4764-a4da-7591b79f8905,deepseek/deepseek-v3.2,departure_primed,564,9.0
30fc48d6-9794-45f5-9995-6768ac035c2d,qwen/qwen3-235b-a22b,constrained_ammonia,1571,4.666666666666667
31172ada-5697-4367-ae6f-da40d9eb5f71,mistralai/mistral-large-2411,constrained_ammonia,800,1.6666666666666667
311c7c88-4c34-4772-9443-dca29ba7977b,meta-llama/llama-3.1-8b-instruct,detailed_description,800,5.666666666666667
3123f0d2-4682-48c0-b263-60afbb839a7e,qwen/qwen3-8b,constrained_ammonia,1620,6.0
317e8278-7c53-41b5-b620-8ccb3afa3457,qwen/qwen3-8b,detailed_description,1308,4.666666666666667
3199164d-976d-444e-990b-616194e0094f,google/gemini-3.1-pro-preview,constrained_no_light,2441,2.6666666666666665
31aadda0-92d3-44c5-b4cc-93d1ad520774,meta-llama/llama-4-maverick,constrained_ammonia,800,2.6666666666666665
31b77f3e-5a4a-418d-83a2-34a9ef38c596,qwen/qwen3-235b-a22b,constrained_no_light,2671,4.333333333333333
31c3ae7e-ca51-4dba-a5a7-9fe26a2a1bcd,anthropic/claude-opus-4.7,constrained_ammonia,800,5.666666666666667
31d29253-a0ba-45ec-aed3-0cea9bbba0d4,meta-llama/llama-4-maverick,detailed_description,800,7.333333333333333
31f1a9af-2774-4b0d-87ea-6ef0610f8a18,qwen/qwen3-235b-a22b,detailed_description,1729,2.0
32078282-c0a0-43e0-9c4d-7872fbb12151,qwen/qwen3-8b,baseline,1561,4.666666666666667
3231238c-8c1f-47a3-943f-86e70237396a,qwen/qwen3-8b,departure_primed,2472,10.0
323c4f2a-17de-4f3b-96a0-1620dbd723ec,openai/gpt-5.4,constrained_high_gravity,800,0.0
3243677c-8bda-478c-a93f-9874c9a44158,mistralai/ministral-14b-2512,constrained_high_gravity,800,3.6666666666666665
3245c556-8b21-4a5e-85b4-b725938ffd93,mistralai/mistral-large-2411,constrained_no_light,800,2.3333333333333335
3255d870-9a73-4780-9430-60c1105b61a0,anthropic/claude-opus-4.7,baseline,800,5.0
3255eec1-a64e-41af-aba5-35ed9c35272e,mistralai/mistral-large-2411,constrained_no_light,800,0.6666666666666666
3264b385-7c43-4142-b1b8-b6ca536ee031,anthropic/claude-opus-4.7,departure_primed,800,9.333333333333334
32be3375-ab6f-4bbd-b8db-26e48e1e0c24,meta-llama/llama-4-maverick,constrained_high_gravity,800,1.0
32ec5aba-7c8c-4a38-9432-9ef585a051d3,anthropic/claude-opus-4.7,baseline,800,3.6666666666666665
32feee78-6646-40c8-87b7-dd05c24f6397,meta-llama/llama-4-maverick,constrained_no_light,747,4.333333333333333
331bc57b-7256-43a6-82ab-e338f80af7ab,deepseek/deepseek-v3.2,detailed_description,800,9.0
3322f62c-d302-4f43-a6e8-d5fa5702372a,mistralai/mistral-large-2411,baseline,800,3.6666666666666665
33391d82-c27d-4d98-9141-137e72ca3633,deepseek/deepseek-v3.2,constrained_ammonia,800,5.666666666666667
337c180a-8ab0-4afd-aaa8-92ed09ca5014,deepseek/deepseek-v3.2,constrained_no_light,800,4.666666666666667
338a0cf9-0ad3-4c69-91f7-dc221d61420f,qwen/qwen3-8b,detailed_description,2071,1.3333333333333333
33bf8518-90b8-4fbe-bae3-2a509eba09df,google/gemini-3.1-pro-preview,departure_primed,2354,9.0
33de166c-1462-4ae4-b971-845d983eaa92,meta-llama/llama-3.1-8b-instruct,departure_primed,646,3.3333333333333335
33ea90e3-d6e4-458a-b72b-a0970799388c,qwen/qwen3-235b-a22b,constrained_ammonia,1632,4.333333333333333
34035911-77ba-4818-aaf8-dcbefdd21e35,openai/gpt-5.4,constrained_no_light,656,2.6666666666666665
355f7eed-2886-45ea-a63a-dfd30c7cc83b,openai/gpt-5.4,constrained_high_gravity,800,0.0
3568359f-d4d9-4071-bd61-a6b30a0d17d0,meta-llama/llama-3.1-8b-instruct,departure_primed,668,7.666666666666667
35774aeb-c16a-4cfc-9a47-0b603994e13d,anthropic/claude-opus-4.7,detailed_description,800,4.666666666666667
35bd601e-b028-4612-a109-350c8cfa61b5,meta-llama/llama-4-maverick,departure_primed,734,9.333333333333334
35bf27bf-fa86-4995-849b-b12d17eb6396,openai/gpt-5.4,constrained_ammonia,800,5.0
35e8b540-d9d6-4263-a106-46e2a473c8bb,qwen/qwen3-8b,baseline,1804,7.333333333333333
35eaef14-7ad5-4941-b0fa-d28e6825125f,meta-llama/llama-3.1-8b-instruct,baseline,687,0.6666666666666666
35ee0ce3-d30f-4452-b336-b7eb9af05eb8,qwen/qwen3-8b,detailed_description,1896,4.333333333333333
362feb33-11a2-4d56-87f3-9701405db25e,mistralai/mistral-large-2411,departure_primed,800,9.0
36511a17-77ea-4ae3-a60c-4eccdfd14f7c,qwen/qwen3-8b,detailed_description,1872,7.0
36698f46-33c6-4f15-84ca-db07795a3a64,mistralai/mistral-large-2411,constrained_high_gravity,800,0.0
36cfcf00-f0f2-4e0a-aea8-5e08283caac7,qwen/qwen3-235b-a22b,constrained_no_light,2317,0.0
36fb0d30-3209-4c57-9085-8b56753dd326,qwen/qwen3-235b-a22b,constrained_high_gravity,1625,2.6666666666666665
3716a871-ca82-44d5-a59d-bab640be4896,meta-llama/llama-3.1-8b-instruct,detailed_description,800,1.6666666666666667
372614bc-c4c6-44f0-a882-5b79690cc36a,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,800,3.3333333333333335
37315f3c-ae5b-4b31-adbe-01d7cc48e3c3,google/gemini-3.1-pro-preview,departure_primed,2195,10.0
373bdc94-41f4-4cff-869b-d3f4d58ab83d,mistralai/mistral-large-2411,constrained_no_light,800,3.6666666666666665
374ac28e-b36c-45ca-bf85-ef057de7233b,qwen/qwen3-235b-a22b,constrained_ammonia,1823,4.333333333333333
3772fb59-f763-46cc-8c68-766e0ba9f2ce,anthropic/claude-opus-4.7,constrained_no_light,800,2.0
377c24e7-b3af-48db-b156-b8cfcf265b15,meta-llama/llama-3.1-8b-instruct,departure_primed,782,3.3333333333333335
37a9e8b9-d4dd-48d2-91f4-5c6c4d8c1648,openai/gpt-5.4,departure_primed,800,7.666666666666667
37d2079f-d634-454f-958d-813f266d974e,meta-llama/llama-3.1-8b-instruct,constrained_no_light,766,2.3333333333333335
37e1db6a-2292-47f9-9b64-a20155aaebec,deepseek/deepseek-v3.2,constrained_high_gravity,800,4.666666666666667
38320da6-c7a1-4063-ab64-4477acc444f7,deepseek/deepseek-v3.2,baseline,607,8.333333333333334
3873b97b-1aec-45d5-b0ad-4657d52d9c99,google/gemini-3.1-pro-preview,departure_primed,2377,9.666666666666666
38778836-8f3f-463a-a5e8-f9ef08e43c98,deepseek/deepseek-v3.2,constrained_ammonia,800,4.666666666666667
38a7e928-ab1a-4148-aa0f-f719ebcaf8bb,mistralai/ministral-14b-2512,baseline,800,4.333333333333333
38cc61c8-e411-4b71-930d-d1a7a859402a,meta-llama/llama-4-maverick,constrained_ammonia,800,5.666666666666667
38cd238d-15bb-4745-895c-90e578f91032,mistralai/mistral-large-2411,baseline,687,2.6666666666666665
390ca76e-1641-4c05-bd24-961939a3b71a,qwen/qwen3-235b-a22b,constrained_no_light,1772,3.3333333333333335
3936074a-2e5e-4770-b9dd-296515aab789,deepseek/deepseek-v3.2,departure_primed,791,10.0
3955b7cc-66d7-4d8f-bdd6-5453b279667f,mistralai/ministral-14b-2512,detailed_description,800,5.0
39793458-6275-4d7e-933b-64e79b656138,mistralai/mistral-large-2411,detailed_description,800,2.6666666666666665
3986c382-4e47-457c-87f6-3b3ef29a01f8,google/gemini-3.1-pro-preview,baseline,2096,3.0
399ca17a-07d4-4065-abb3-bbdc20d527bb,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,726,6.0
39e34734-9877-480f-8635-614d43f4a5e9,anthropic/claude-opus-4.7,baseline,800,6.333333333333333
39ef054b-dec9-480d-a9fe-ef13dbaeb4de,openai/gpt-5.4,constrained_ammonia,800,4.666666666666667
3a0295ef-1c38-4d2f-88b7-327394f0ac01,anthropic/claude-opus-4.7,baseline,800,1.0
3a18cd1f-e690-4221-aca9-ff00f20e8d22,deepseek/deepseek-v3.2,baseline,800,4.666666666666667
3a6f4bc4-3674-4e7f-a3da-094976447058,qwen/qwen3-8b,baseline,1886,6.666666666666667
3a8b33cf-a1e5-4f32-9ae2-23307aaba770,openai/gpt-5.4,constrained_no_light,800,2.0
3ad1276d-a2fd-49b8-9215-b8390fe7be13,mistralai/ministral-14b-2512,constrained_ammonia,800,6.333333333333333
3b10d498-a313-4f67-bdd0-93f0ccead57e,deepseek/deepseek-v3.2,constrained_ammonia,800,6.0
3b3aa0d4-00fe-498a-8d08-9782eeb948e9,qwen/qwen3-235b-a22b,constrained_no_light,3118,3.3333333333333335
3b403385-c565-4354-96e3-82bc2d91ebd0,deepseek/deepseek-v3.2,constrained_high_gravity,800,0.3333333333333333
3b4f8ec7-a716-4151-ad60-10909383abb1,google/gemini-3.1-pro-preview,departure_primed,2356,9.0
3b7f193b-bf66-41ab-bb5c-0c9c02dc8080,anthropic/claude-opus-4.7,constrained_no_light,800,2.3333333333333335
3b8c68cf-c0c7-41bc-97f0-a9abd0b4ec5a,meta-llama/llama-3.1-8b-instruct,constrained_no_light,787,8.333333333333334
3bbdfe10-c9c4-4374-9d94-279cef7f36c0,google/gemini-3.1-pro-preview,baseline,2102,2.0
3bf322cf-b3e4-4a52-ae10-b017b7e706f0,meta-llama/llama-4-maverick,constrained_no_light,800,4.666666666666667
3bf4f28a-088d-4fe7-bb84-8b3a861714c2,meta-llama/llama-3.1-8b-instruct,departure_primed,729,7.666666666666667
3c1a5d84-38b7-4e33-85e5-b6e107c0fe3d,qwen/qwen3-8b,constrained_high_gravity,2262,1.0
3c5c23d0-5397-4656-b4ea-ad99990fce38,openai/gpt-5.4,detailed_description,800,4.0
3c7b910b-abe5-489a-adfe-1a9dc07fc4e5,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,745,6.666666666666667
3c7d63ad-aac4-45d7-8caa-1748420ab635,qwen/qwen3-8b,constrained_no_light,2177,6.0
3cd06383-825c-418a-a977-83b549deb1fc,google/gemini-3.1-pro-preview,constrained_ammonia,2451,6.0
3d0cc634-554e-4e3c-b3f9-2d71df2533e5,anthropic/claude-opus-4.7,constrained_ammonia,800,6.333333333333333
3d10b5a1-0486-4b22-8a16-badbbb194a62,meta-llama/llama-3.1-8b-instruct,baseline,800,3.0
3d547691-c7b2-45f7-bb46-095abcc4a33d,qwen/qwen3-8b,baseline,2069,3.3333333333333335
3d75acc4-c9a1-4b5d-a4d8-baca39ac1584,meta-llama/llama-4-maverick,constrained_no_light,800,6.333333333333333
3d9de0f7-0d69-4c42-b863-663f7f7ac2ab,mistralai/mistral-large-2411,baseline,800,0.0
3dba9fc8-503f-42bc-8df1-32aa00b70891,mistralai/mistral-large-2411,detailed_description,800,1.0
3dbbd3bd-8078-4a4d-8421-d65aca46fffb,meta-llama/llama-3.1-8b-instruct,baseline,753,3.0
3dc24217-422b-4e80-8968-dfc374ba2f95,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,758,5.0
3dd2a316-7fbf-457b-98e3-a8533fe79fbe,google/gemini-3.1-pro-preview,detailed_description,2458,5.0
3e275009-6d0d-4eac-a76b-e61f6840e7be,qwen/qwen3-8b,constrained_no_light,1769,5.666666666666667
3e369589-ee64-45f7-848a-627af3bf4678,anthropic/claude-opus-4.7,constrained_high_gravity,800,0.3333333333333333
3e4bbd1e-3be4-4187-96cf-3c0f71b2adad,deepseek/deepseek-v3.2,constrained_ammonia,800,5.0
3e737886-5ebc-4f2d-acdf-4c1a2af11bf5,deepseek/deepseek-v3.2,departure_primed,800,10.0
3ec1abd0-7f25-4824-9d83-cea8950feed2,openai/gpt-5.4,detailed_description,800,2.6666666666666665
3eda1a5f-6a7a-42ea-ae8f-9f559122ac86,deepseek/deepseek-v3.2,constrained_ammonia,800,6.666666666666667
3ede0bd4-8640-4fde-b012-81d9648b090f,deepseek/deepseek-v3.2,constrained_high_gravity,800,5.666666666666667
3ef196ee-88d7-4582-9dac-df7c060a2c8b,meta-llama/llama-4-maverick,constrained_ammonia,800,6.666666666666667
3ef7cfc5-0d74-4fda-930b-8559616e65a5,openai/gpt-5.4,constrained_high_gravity,800,0.6666666666666666
